"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
0.0291341076974196,0.0783158063608093,0.344850887481965,0.38837625851346,0.197931039409275,0.107007266703265,0.238181141782956,0.219416757848448,0.116428577384033,0.0481439203148132,0.245980202703797,0.0909996856886197,0.151160525762709,0.198333503350883,0.108513785243561,0.069880894413719,0.0690463855608719,0.162271491490672,0.12247619105057,0.102353719539574,0.0749068381945263,0.132179937312686,0.146637123416514,0.0823386612704996
-0.0633101165476263,0.0427421694983064,0.250376594922804,0.402400248444225,0.122057553078552,0.084565712235995,0.148706489677626,0.191044259028932,0.169588512384551,0.0300089819152989,0.20384310526635,0.106891577137041,0.146458868785904,0.175228570893215,0.107740428509554,0.0943391418294543,0.105738554371499,0.122964991565922,0.0630028228335328,0.124512134138532,0.0828317137339517,0.122037612660782,0.12862515301731,0.0774602520641131
-0.0653210074593387,0.0512018659691368,0.128635635696976,0.251190905041657,0.0748507334144947,0.100790824435392,0.0968985042389633,0.0938384268760826,0.125815114051736,0.0217740435157846,0.113039341162237,0.106283468585462,0.132757211809099,0.12245697176888,0.0924670717755476,0.123630722578523,0.168197389848793,0.108825158307839,0.0214961212831624,0.147303882070823,0.0428899226067104,0.0698619546755453,0.0798465159514385,0.0679818428577265
-0.0377318983710513,0.0967615624399673,0.0649946764711481,0.0815815616390892,0.0529105804171044,0.117349269968122,0.0846905188003003,0.057632594723233,0.0317083823855871,0.00690577178293693,0.091968910391457,0.068008693367216,0.0706222214989607,0.0698853726445456,0.0595270483748741,0.0967556366609248,0.129256225326087,0.0487186583830891,-0.0115105802672081,0.0910289633364477,0.0210147981461357,0.0459862966903083,0.0259678788855674,0.0775367669846733
0.00775721071723626,0.0928212589107978,0.0415870505786535,0.0426722182365213,0.0472704274197141,0.185541048834186,0.0777825333616373,0.0250934292370501,0.0288349840527716,0.037804166716756,0.0608318129540103,0.190200584815637,0.0517205645221558,0.0314471068535443,0.0125870249742005,0.0820138840766601,0.0641150608033815,0.065678825125006,0.0400827181824214,0.0313540446020722,-0.0221936596477723,-0.0169560279615953,0.019355908486363,0.0513583577782868
-0.0144870135278096,0.0721142887149616,0.063379424686159,0.0826962081672867,0.0323969410889904,0.142399494366916,0.0228078812563076,0.0321542637508673,0.0170282523866229,0.0112358949839083,0.0260280488498969,0.129225809597391,0.0364189075453509,0.0305755077292098,-0.0114529984264729,0.0828054648257287,0.0627738962806755,0.100472325200256,0.0511426832987176,0.0720124592010301,-0.0189021174416802,-0.0245650192801657,0.0105439380871585,0.0415132819052336
-0.0319312377728555,0.0349073185191254,0.0237717987936644,0.053120198098052,0.00285678809160014,0.0571246065663129,-0.0185334375156887,-0.0122849017353156,-0.0317118126128592,-0.0407657100822727,-0.00137571525421648,0.057784367712479,0.010517250568546,0.0106372419382085,-0.0570930218271465,0.0227970455747973,0.029266065091303,0.0283658252755063,0.00920264841501381,0.0171042071333213,-0.0379105752355882,-0.0491073439320693,0.0175319676879542,0.0273015393655137
-0.023142128684568,-0.0506329850100442,-0.00133582709883018,-0.0336558119711826,-0.0107833649057902,-0.0275169479009569,0.00605857704564831,-0.0238574005548319,-0.0601518776123413,-0.0864673151484537,-0.0696128126916632,-0.0333237408391,-0.0177844064082588,-0.0279010238527927,-0.0822663785611532,-0.0372447070094675,-0.0397084327647363,0.000159325350756495,-0.0166040531353567,-0.0215040449343875,-0.0420190330294961,-0.0879830019173063,0.0633533306220831,0.00395646349246054
-0.0575530195962805,-0.100606621872547,0.0134232136753419,0.0547681779595828,0.0109431487634862,-0.09889183570156,0.0073839249403187,-0.0224298993743481,-0.0867252759451566,-0.121002253547968,-0.124283243462443,-0.116931849390679,-0.082019396718397,-0.0666059563104607,-0.0966064019618268,-0.0842531262603989,-0.0928495972874422,0.00998615875934,-0.0606774213523938,-0.0850122970020963,-0.0893608241567374,-0.136191993235877,0.0836746935562119,0.0470447209527406
-0.0650305771746597,-0.15248025873505,-0.0319844122171526,0.0646921678903482,0.0359363290994292,-0.165000056835496,-0.0517573938316776,-0.050369064860531,-0.0567986742779721,-0.161637191947482,-0.11972034089989,-0.148739957942258,-0.109721053695202,-0.0775442221014619,-0.128879758695834,-0.117828212177997,-0.104190761810148,-0.0398870078320765,-0.0570841229027642,-0.126253882403138,-0.129035948617312,-0.157267651221114,0.0955293898236742,0.0769996450796875
-0.0754414680863722,-0.199453895597553,-0.0380920381096472,0.0240828244877802,0.0131295094353722,-0.201308277969433,-0.0988320459370073,-0.0795415636800472,-0.137772072610787,-0.20380546368033,-0.187424105004003,-0.176214733160504,-0.19655604400534,-0.12284915455913,-0.159786448763174,-0.112003298095595,-0.106131926332854,-0.12412684109016,-0.090724157786468,-0.0657288011375139,-0.113377739744553,-0.158009975873017,0.0540174194244697,0.0426212358733009
-0.0458190256647513,-0.191994199126722,0.0202003359978582,0.0206734810852122,0.00168935643798194,-0.217716499103369,-0.12454003137567,-0.0497473958328968,-0.15541213761027,-0.231773735413178,-0.189027869108117,-0.169322841712083,-0.214791034315478,-0.166020753683465,-0.208926472163847,-0.17114505067986,-0.13967309085556,-0.134033341014909,-0.0603975260035052,-0.0593037198718894,-0.0626195308717947,-0.101652300524921,0.0599387823585987,0.0452761600002477
-0.11109658324313,-0.188567835989225,-0.0525406232279697,-0.0217025289840224,-0.0510174632260751,-0.198891386903972,-0.165081350147667,-0.086719894652413,-0.145252202609752,-0.204375340479359,-0.216364966545563,-0.155730950263662,-0.19975935795895,-0.160559019474466,-0.186199828897854,-0.144586803264124,-0.131047588711599,-0.158839840939659,-0.116837560887209,-0.115345305272932,-0.0780279886657027,-0.133761291843491,0.00159347862606093,-0.00440224920613881
-0.16277414082151,-0.240841472851728,-0.0792149157871309,-0.0222452057199237,-0.0697576162234654,-0.237366274704575,-0.214522668919663,-0.0767923934719292,-0.155592267609234,-0.230410278878873,-0.21160206398301,-0.199639058815241,-0.225261014935755,-0.1406306185988,-0.172039852298528,-0.147995222515056,-0.117488753234305,-0.184179674197742,-0.177944262437579,-0.119220224007307,-0.106169779792944,-0.130836949828728,-0.0553518251064769,-0.0141806584125253
-0.205251698399889,-0.242715109714231,-0.124089208346292,-0.144254549122492,-0.107064435887522,-0.234807829171845,-0.241497321024993,-0.100764892291445,-0.197398999275382,-0.259278550611721,-0.232539161420457,-0.21294716736682,-0.232896005245893,-0.195002217723135,-0.220513209032535,-0.174203641765987,-0.161463251090344,-0.217419507455826,-0.155784297321283,-0.143061809408349,-0.125911570920185,-0.142712607813965,-0.0744971288390146,-0.0169257342855785
-0.206795922644935,-0.220922079910067,-0.175063500905453,-0.184430559191726,-0.133104588884913,-0.213849383639115,-0.223505306463656,-0.201137391110962,-0.217405730941531,-0.236380155677902,-0.261676258857904,-0.242055275918399,-0.228464328889365,-0.22367381684747,-0.250886565766541,-0.199612061016919,-0.192871082279717,-0.192926007380575,-0.168990998871654,-0.156803394809391,-0.149853362047426,-0.159688265799202,-0.081109099238219,-0.0154708101586317
-0.184373480223314,-0.21549571677257,-0.168971126797948,-0.217706569260961,-0.0971447418823029,-0.214090938106385,-0.188913291902319,-0.182843223263811,-0.229145795941013,-0.249348427410749,-0.24641335629535,-0.224730051136645,-0.253599319199503,-0.257912082638471,-0.259426589167215,-0.20652048026785,-0.199145580135756,-0.192432507305325,-0.185031033755357,-0.135844980210433,-0.136028486508001,-0.146963923784439,-0.0985210696374235,-0.0226158860316849
-0.11001770446836,-0.193402686968406,-0.173012086023776,-0.197615912663529,-0.125318228213027,-0.232599159240321,-0.200121277340982,-0.195715722083327,-0.245719194273829,-0.247783365810264,-0.228317120399464,-0.23020482635489,-0.229434309509641,-0.237850348429472,-0.250033279234555,-0.217628899518782,-0.186853411325129,-0.211572340563408,-0.205371068639061,-0.135753232278142,-0.114836944301909,-0.13667291510301,-0.109066373369961,-0.0353942952380715
-0.121161928713406,-0.110109657164242,-0.19141971191627,-0.20825858939943,-0.134725047877084,-0.178674047040924,-0.205262596112978,-0.214621554236177,-0.241392592606644,-0.232751637543111,-0.210787551170244,-0.213046268239803,-0.228269299819779,-0.204821947553807,-0.194406635968562,-0.182937318769713,-0.176061242514501,-0.252145507154825,-0.234744436856098,-0.145594817679184,-0.166445402095817,-0.20488190642158,-0.124278343769166,-0.0630060377777913
-0.145239486291785,-0.073849960693412,-0.201994004475432,-0.193201266135331,-0.114865200874474,-0.0850822681748606,-0.151237248218308,-0.183894053055693,-0.239299324272793,-0.156953242609292,-0.215924648607691,-0.139254376791382,-0.212004290129917,-0.143660213344808,-0.140013326035902,-0.159279071353978,-0.154302407037207,-0.231918673746241,-0.188284471739802,-0.15346973641356,-0.191287193223058,-0.21589089774015,-0.140856980835037,-0.0765511136508445
-0.142450377203497,-0.0430902642225816,-0.153668297034593,-0.179710609537899,-0.0877720205385309,-0.0339904893087971,-0.129145233656971,-0.132999885208543,-0.185706055938942,-0.0843548476754731,-0.197861746045137,-0.0829624853429606,-0.174739280440056,-0.122298479135809,-0.150220016103242,-0.124187490604909,-0.16751023822658,-0.216258507004325,-0.200091173290173,-0.164011321814602,-0.199462317683633,-0.231799889058721,-0.173035617900908,-0.0850961895238977
-0.0904946014485432,0.00320276558158224,-0.0969425895937541,-0.166986619607134,-0.0506455068692545,-0.00766537710940016,-0.0884532190956336,-0.0501057173613924,-0.103579454271757,-0.0587231194083207,-0.101398843482584,-0.113237260561206,-0.133607604083527,-0.0797367449268105,-0.0920600395039157,-0.149862576522507,-0.175818069415953,-0.191731673595741,-0.17676454150721,-0.177719573882311,-0.208304108810874,-0.223075547043958,-0.200214254966779,-0.0961745987302843
-0.0649054923602557,0.024295795385746,-0.038683548819582,-0.0764626296763686,-0.0235856598666448,0.000893068423330062,-0.0509278712009633,0.00342178381909142,-0.0406195192712391,-0.0704913911411684,-0.033869274253364,-0.142178702446119,-0.0951759277269987,-0.0393083440511451,-0.133166729571256,-0.163404329106772,-0.176059233938658,-0.190971506853824,-0.20597124305758,-0.209394492616686,-0.212112566604782,-0.233217871695861,-0.201959558699317,-0.0923196746033375
-0.000249716605301521,0.0618221585232432,0.00257549195459011,0.0254280269210634,0.00970752046929821,0.0412515139560603,-0.0069691899729596,0.0369492849995752,-0.0340262509373879,-0.0758263295406827,-0.0516730383574774,-0.143286810997698,-0.123210918037137,-0.114646609842146,-0.120406752971929,-0.134712748357703,-0.170400398461364,-0.219444673445241,-0.221711277941284,-0.199136078017728,-0.201754357732024,-0.233560196347765,-0.169271529098521,-0.0850647504763907
0.0283727258163193,0.0779485216607403,0.0278678660620955,0.0850186835184954,0.0297007008052412,0.0645432928221239,0.0272561579217107,0.0366767861800589,-0.0523996492702033,-0.0885946012735304,-0.121143469128258,-0.0298282528826099,-0.166812575013942,-0.081218208966481,-0.0954801097059362,-0.108354500941968,-0.150008229650737,-0.225084506703324,-0.222217979491654,-0.20107766341877,-0.207229482192598,-0.223369187666335,-0.155383499497726,-0.0763098263494439
0.0158285015712734,0.0807415514649041,0.0347935735029343,0.0953760067825941,0.0394605478078509,0.0490017383548541,-0.0235851608502856,0.0248709540272094,-0.0934397142696854,-0.0503295396730447,-0.139347233232371,0.0265969718991444,-0.127814231990747,-0.0316898080908155,-0.117186799773276,-0.0988629201928995,-0.14571606084011,-0.217624339961407,-0.209791347708692,-0.195585915486479,-0.206004606653173,-0.241778178984906,-0.145962136563597,-0.0871882355558304
0.0126509439928943,0.0820679146024012,0.0527192809437731,0.0905333300466928,0.0358203948104606,0.0716935172209177,-0.0160598129556152,0.00533178854102651,-0.0535797792691674,0.00220218859410766,-0.0502509973364843,0.0237221966808987,-0.101082555634218,-0.0643280738818168,-0.100760156507283,-0.0683046727771642,-0.124523892029482,-0.20096417321949,-0.203964715925729,-0.188460834220855,-0.215213064447081,-0.266020503636809,-0.145440773629468,-0.078466644762217
0.0418733864145151,0.0806942777398983,0.0652449883846118,0.104190653310792,0.0397135751464036,0.115651962753648,0.0128655349390551,0.00535928972151028,-0.0562198442686495,-0.00476608313874,-0.0252214281072643,0.014347421462653,-0.131384212611023,-0.0424996730061514,-0.0407335132412901,-0.0276130920280956,-0.108198389885521,-0.183637339810907,-0.192371417476099,-0.177402419621897,-0.218954855574322,-0.24472949495538,-0.144752744028672,-0.0636117206352702
0.0636624955028026,0.0728539742107288,0.0614373624921173,0.0559146432415569,0.0417734221490133,0.0931104082863781,0.0510242161670588,0.0214867909019941,-0.0723265759347983,-0.00996768820492097,-0.0263918588780444,0.0498726462444074,-0.0979525362544947,0.000395394536180663,-0.00690686997529692,-0.00165484461236036,-0.125439554408227,-0.16807717306899,-0.18977811902647,-0.178210671689606,-0.182596646701563,-0.198905152940617,-0.149031381094543,-0.0510567965083234
0.0584182712577567,0.0756470040148926,0.0589964032662894,0.053205299838989,0.0383999358182897,0.0674355204857751,0.0312828973950625,0.0210142920824778,-0.0641666409342803,-0.000402626604435311,-0.0380956229821577,0.076231204359495,-0.0790208598979662,0.011723795411846,0.00445310662402956,-0.0130965971966251,-0.131714052264267,-0.161917006327073,-0.186218153910173,-0.149452257090648,-0.131305104495471,-0.137080810925854,-0.143110018160414,-0.0207352057147099
0.0539407136793776,0.0881400338190564,0.0575887773737948,0.0814292897697543,0.0382597828208994,0.104493966018505,0.0203749119563994,0.00557512659629493,-0.0817067059337624,0.0272624349960504,-0.0152993870862711,0.0845897624745827,-0.0827891835414378,0.0104188629541781,-0.014186916776644,-0.0989383497808899,-0.158721883453639,-0.179490172918489,-0.213524855460544,-0.16829384249169,-0.172846895622713,-0.169689802244424,-0.158688655226285,-0.0254136149210965
0.0481631561009984,0.0710330636232202,0.0669811514813003,0.140186613033853,0.0297862964901757,0.0961190782179022,0.0110002598510698,-0.0229307055565546,-0.0857467709332445,0.0121608299298694,-0.0221698178570512,0.0224483205896703,-0.103590840518243,-0.00838606950348982,-0.0844936068439841,-0.157513435698488,-0.183496381309678,-0.214796672843239,-0.223831557010914,-0.206635427892732,-0.198622020083287,-0.189432126896328,-0.166733958958823,-0.0807586907941497
0.0533522651892858,0.0509594267607173,0.069006858922139,0.101677269631285,0.0284128101594521,0.0657108570839658,0.00812560774574014,-0.0145365377094042,-0.0605868359327266,-0.0292074418029782,-0.0229069152944979,-0.107426454628575,-0.111225830828381,-0.0908576686278244,-0.125766963577991,-0.163988521616086,-0.201637545832384,-0.213769839434656,-0.226338258561285,-0.197277013293774,-0.181697144543862,-0.182374451548231,-0.167245929358028,-0.0909371000005362
0.08040804094424,0.0335857898982144,0.0801658996963111,0.106234592895384,0.0344059904953951,-0.00593069738330398,0.0161842889737438,0.00195763013774623,-0.0663935675988753,-0.133209046869159,-0.054377346065278,-0.181267896513488,-0.153594154471852,-0.122362601085492,-0.152440320311998,-0.176030274200351,-0.176312043688424,-0.213976339359406,-0.216011626778322,-0.145785265361483,-0.137472269004437,-0.132550109533468,-0.154191233090565,-0.0812155092069227
0.0964304833658609,0.00217881970237824,0.0836916071371499,0.103158582826149,0.0342325041646715,-0.0904722518505738,0.0135429702017475,-0.00781486868176999,-0.100300299265024,-0.19261065193534,-0.114447776836058,-0.165276005065067,-0.147329144781991,-0.13756753354316,-0.171213677046005,-0.125838693451282,-0.10125320821113,-0.201416172617489,-0.184184994995359,-0.0639935174291918,-0.0464140601316778,-0.0634924341853719,-0.119236536823103,-0.095760585079976
0.116219592454148,-0.043228150493458,0.101817314577989,0.122049239423581,0.0276923511672812,-0.11658047298451,0.00116831809641782,-0.0266207008346195,-0.110007030931173,-0.180212257001521,-0.141718207606838,-0.129384113616646,-0.155930801758796,-0.101505799334162,-0.0975537004466781,-0.0892804460355469,-0.0914277060671689,-0.179956005875572,-0.17229169654573,-0.0735684361635673,-0.0967558512589191,-0.138501425503942,-0.117915173888974,-0.0926056609530291
